,tweetId
6374,1742898926355911168
6381,1623913412840558592
6393,1749133445631226112
6395,1779248577488789760
6418,1656121758544539648
6421,1668161905662259200
6425,1759775070443245824
6433,1720348383133495296
6448,1691131154374836224
6462,1738752746558308864
6478,1756805298533093632
6479,1658983679111094272
6485,1738200186030023168
6508,1629265093069524992
6510,1636738702495064064
6539,1697282674153361408
6565,1731848794155647232
6569,1767642244117303552
6593,1663215176412282880
6595,1758220749087687168
6599,1531088858724581376
6609,1768301393176084736
6635,1712093442648465408
6645,1732342251399901440
6653,1763404121804050432
6666,1655949015186558976
6685,1711395126306631936
6701,1729122805818777600
6736,1748254571233734656
6759,1742304731761123840
6760,1764652972913397760
6772,1713457731221286912
6773,1720838822009704960
6785,1731712214292476160
6824,1598466496547942400
6831,1604955343402029056
6835,1629263036367216640
6847,1651505815579430912
6863,1673412827850358784
6867,1757258031392280576
6869,1718293565170758144
6870,1725037149261603072
6872,1770041397287989504
6873,1782345231498653696
6875,1767275769791700992
6880,1699020628966154496
6886,1719701611545501952
6897,1762630457928175616
6900,1782383107615654144
6910,1708755191921611008
6919,1646900613865955328
6920,1655987858065195008
6923,1718853338895196672
6924,1774268700905935104
6931,1649615429328052224
6954,1701694784061280768
6959,1734853463203295488
6970,1700957319671001344
6974,1718026366971433216
7002,1655463091365203968
7007,1714284325204844800
7018,1750869511509549568
7019,1764322049743368448
7056,1724013849509044224
7080,1761990306734719232
7084,1781082856229413120
7088,1686304512162643968
7096,1752306304025002240
7102,1599566932503826432
7104,1605957711631249408
7108,1739854196642377728
7112,1772341045805649920
7120,1769665271197782016
7121,1707838800154538496
7146,1728810145256443904
7165,1626770495650537472
7179,1772568752678179328
7183,1741449789122740480
7186,1660961070226219008
7198,1576736389999497216
7208,1698766724881858560
7226,1769364194338455552
7236,1741135349789659392
7263,1763442610406822144
7298,1715369802053698048
7299,1714163461591056640
7302,1715964154983354880
7318,1742389803126239744
7333,1754336964059234560
7336,1762921119990812672
7365,1609454550452424704
7366,1619712218894897152
7369,1732845698066812928
7374,1770057998670434304
7382,1742219889027203328
7394,1744462172262993920
7398,1761804394012479488
7415,1539936969001680896
7436,1710009060412567552
7451,1772659425695683072
7467,1760851036627988736
7493,1738392345757053440
7502,1740819920630456576
7506,1741444091265855488
7508,1742299100060733952
7510,1742690662863286528
7515,1743193787977880064
7518,1744035619024564736
7519,1744143126930116864
7521,1744549047338443264
7526,1745130644915556352
7527,1745191042272686336
7528,1745555411590082816
7530,1746231671500747264
7538,1747063115211043072
7544,1749174237925945344
7565,1753288529508188160
7566,1752967307133882624
7576,1756005060054528512
7585,1671497609377116160
7588,1774900822838538752
7593,1691808507283091712
7595,1674187428708450304
7596,1679546430430519296
7600,1712107696827088896
7601,1660548955678322688
7612,1758087727487111424
7626,1544782995189600256
7633,1708222505713102848
7642,1656044412588179456
7643,1717729768676692480
7655,1783568560360399104
7662,1706848377747456512
7670,1761184037102657792
7673,1769552434819481856
7675,1735390973650149888
7684,1779089461839569152
7686,1770458524063277568
7716,1746882661480636928
7728,1644638493883211776
7738,1765147211887767552
7749,1743562298009035008
7765,1614779646347821056
7768,1682555323016437760
7770,1783457360150675712
7776,1636033415328792576
7779,1721977469597589504
7794,1761785183924015104
7802,1749185842541695232
7803,1720342600312365056
7820,1685921288580157440
7824,1604535573267431424
7825,1647292737895505920
7828,1778382476362068224
7835,1673706761344241664
7847,1722777676790821376
7865,1766175801450369280
7873,1770704189464682752
7879,1767861278347849984
7906,1695952716915450368
7911,1643338591379021824
7919,1732006425226817792
7946,1764355831762452736
7972,1732873820997058816
7981,1774181566450954752
8032,1775493813735444736
8051,1769373022526288128
8077,1734214590484095488
8093,1738762698169655552
8097,1718988176377721088
8127,1752408834503516416
8130,1745592968826757376
8134,1689868323725742080
8137,1750506938817716224
8138,1755260298473189632
8149,1693444060856361472
8158,1671443028882382848
8163,1625193132466872320
8164,1632709396693172224
8168,1658993853137821696
8171,1666355229908934656
8183,1694813089042977024
8185,1696077616061562880
8192,1728842805009924352
8193,1731274841838526976
8197,1741973628692918528
8200,1749424173326172160
8202,1758440690319532544
8204,1742005032357085440
8216,1723510400405107200
8224,1752946129971621888
8232,1687433935012139008
8296,1542684948519419904
8297,1741658990956749312
8305,1729935192716980480
8321,1695175011122778368
8322,1763928343773147392
8323,1718567589314511104
8325,1732531455908057088
8330,1605991528278671360
8331,1615799112708026368
8333,1623855078414372864
8335,1630584722253312000
8336,1635090974950166528
8337,1724207517234860544
8352,1715521918613225472
8353,1720125303903629824
8369,1674770487497375744
8379,1770240257667277056
8426,1767688127844385024
8445,1737801986853028096
8448,1739513817862635520
8449,1737377407521411328
8451,1744211029226070272
8453,1743832106508157184
8456,1744731004462616576
8467,1746401739215921408
8469,1746805824373010944
8470,1746753027443232768
8481,1740559137749012736
8515,1747506837463720192
8516,1747507651599028224
8521,1747458265225818368
8526,1747872424102683136
8530,1747803884687364608
8532,1747452650038178048
8556,1747871719048560640
8558,1748133127652798976
8560,1748132223516029184
8578,1747836797642576384
8597,1748876717689639168
8611,1747723795824275712
8618,1749029789095043328
8632,1749254620071821568
8636,1749279345007337728
8666,1747463829154402816
8668,1751094671646896640
8674,1751792730831720704
8675,1750733397696102400
8682,1750034435062280704
8708,1748552042938057216
8721,1755423172290052352
8723,1745711387475878400
8724,1756211527055745280
8735,1760816743142830336
8756,1597277261732147200
8772,1728830153193816320
8773,1731329442193039872
8794,1714561068863750400
8824,1766566321083322368
8835,1530016079157796864
8840,1598411606609694720
8842,1727114018454683648
8859,1679598765273956352
8860,1681985154590425088
8865,1729766641074864128
8878,1695147543162765824
8880,1762133758973821184
8881,1773432161435291904
8884,1747325840847765504
8886,1734339916094451968
8890,1736414254864199680
8899,1766527419429666816
8917,1583197344434360320
8920,1765624825203069184
8922,1639253147251089408
8928,1746898303088746752
8931,1748010963775705088
8933,1743064652186083584
8949,1651399403826020352
8950,1653656732894216192
8951,1656610406826143744
8952,1656579648371785728
8954,1678383846641868800
8971,1711640157047435520
8974,1733594287814623744
8982,1666165025952747520
8997,1768414624750219520
8998,1770275960509673472
9029,1708538120931569920
9034,1747249025999343872
9049,1731585816181215488
9057,1779908676129620480
9058,1782778057960342016
9064,1717237913530827008
9086,1778168238246949376
9090,1697238954058158080
9141,1704668479259820288
9142,1707444229671170304
9170,1750586439060885760
9207,1583818827191955456
9213,1766529122736517376
9243,1777911746864562176
9245,1641061275680616448
9248,1711146465450512384
9249,1725626095079235584
9252,1719958479090430208
9255,1732686395779784704
9287,1638390643461619712
9292,1723040575589347584
9322,1730384976472846592
9325,1729804374002581504
9353,1608469486935367680
9357,1711761429651411456
9358,1711883124739633664
9360,1684175487998865408
9372,1664766487679180800
9389,1608690165635244032
9390,1611037829567778816
9422,1763282217453707264
9444,1773831093260529920
9449,1749450600801071360
9457,1737882371209535488
9458,1741950839181488384
9460,1773729814760878336
9478,1745185805369291264
9481,1737477885475127552
9496,1711342731916685824
9497,1729588231748915200
9500,1760989379089326336
9513,1678317992927543296
9519,1750562458949841152
9521,1763179893980860672
9543,1780250897500475904
9589,1768788534473654272
9595,1731750498620039424
9597,1721437273311313920
9599,1766811837356548352
9605,1746617130445849088
9620,1706139106936545792
9623,1759548594158186752
9640,1721689326013014016
9650,1729200107055116544
9666,1742540494130053376
9667,1759495277243691520
9671,1763226255900750080
9705,1663522053478137856
9706,1663668457815121920
9723,1542486110881910784
9754,1566525341656645632
9755,1571825123371491328
9761,1778332123453157632
9773,1715237727392678144
9780,1654579641800065024
9781,1661419624863244288
9795,1730204037822267648
9797,1734909735265059328
9847,1684284597368922112
9865,1741753204205883904
9878,1726994158483861760
9885,843833012991262720
9886,1617191797696106496
9888,1617614309131190272
9897,1618989927999631360
9919,1666871707649425408
9920,1671652104002326528
9921,1673341752986435584
9928,1705983786591412480
9929,1707591548425170944
9930,1732453751716270592
9936,1692161822869291264
9937,1741795032443883776
9942,1729602356244038144
9989,1744346381794320896
10002,1664084081888329728
10014,1725204836180955392
10061,1760939101241422080
10077,1685591464913301504
10088,1720040885692383232
10089,1728101912648773632
10090,1760489310980091904
10098,1760931230940573952
10099,1767893060707381504
10116,1630999384681840640
10117,1630936297178013696
10125,1758453969150492928
10127,1720048635944022528
10134,1767791794459120128
10153,1774170037298889216
10159,1779258092485775360
10173,1654974235872305152
10177,1741905363115343872
10179,1528478585253728256
10185,1766120439804313856
10204,1772662414770651392
10208,1743652391382094080
10226,1698819727597175040
10229,1720853855666110464
10251,1766826349153403392
10252,1761954538909581568
10254,1718911585320861952
10269,1686017530173718528
10272,1707095575731073280
10300,1751667355715821568
10301,1779089461839569152
10307,1761743312770240512
10313,1774783378622964224
10347,1741079445618753536
10350,1745779436761346304
10367,1772387533848006912
10376,1777275180697391360
10377,1777992410884174336
10379,1778719766649209088
10391,1615376700992266240
10392,1616834969317376000
10405,1742317272876581120
10406,1753760793227583488
10407,1753608093076783104
10415,1594258441765257216
10426,1737123087273910528
10427,1765460332066038016
10446,1766108999944970496
10453,1627337410362195968
10489,1703709941272310016
10490,1720366897999282432
10494,1684151943717875712
10496,1701234143542247936
10506,1728870782791737344
10507,1759634791790747648
10514,1768267350027956736
10527,1741201556542836992
10532,1773447613863350784
10554,1777084642039943168
10555,1777120527209128448
10556,1777777940803236352
10557,1778255264530981376
10558,1778846240484340224
10559,1778826170559090944
10560,1779600915651256832
10620,1695146553659347200
10622,1743377495204806912
10633,1774087122703573504
10643,1781141000611561728
10650,1742946414022332672
10656,1770518247713992960
10667,1748111687482323200
10679,1666159933107195904
10682,1710829130592268800
10695,1649474187445129216
10699,1624548275360526336
10705,1674255851467464704
10706,1742914025862893824
10707,1768759954008121600
10713,1710733879634440448
10715,1759131633360253440
10717,1665974353874538496
10721,1727435409200988416
10749,1703408954678575104
10755,1774846124118978816
10763,1733735117418344704
10776,1732789961424818432
10785,1779448157455241216
10788,1578759243821633536
10819,1744597968013992192
10832,1646228065071292416
10835,1667269307703721984
10851,1561881146891218944
10857,1758559974324580608
10865,1762371184237084928
10868,1709315136584921344
10882,1731694087332331776
10887,1778729673146405120
10889,1747056925982769408
10896,1758014837194465792
10930,1645477585986387968
10952,1745219207673893120
10978,1770977292853927936
11032,1688722867624808448
11033,1756950371795386624
11060,1664033043307192320
11065,1673744027521368064
11071,1730411926000218624
11072,1732078642547605760
11114,1773242278816960512
11125,1696967048222449920
11142,1774526158186349056
11149,1700276340182679808
11158,1775948101989151232
11169,1773146439243153408
11178,1745237697759736064
11183,1770092882587799808
11186,1688412274405588992
11192,1730489953514074624
11209,1781754822821028096
11218,1758047180886036736
11220,1711076446222037248
11226,1690453039285436416
11249,1711712675334430976
11252,1715056508700946432
11263,1679098426590642176
11276,1739154655576547584
11285,1777376692388196352
11292,1772300854114066944
11310,1747074029159137536
11319,1756376309079429632
11322,1732484292553343232
11323,1749769309868425728
11328,1720155144199811072
11336,1778536003415970048
11341,1680976406581223424
11353,1745267450575298560
11365,1745735602924908800
11378,1667264575748689920
11381,1714161986697601280
11383,1599559419330633728
11384,1600873302443970560
11385,1601397864051396608
11386,1602429144905973760
11388,1604519125941981184
11390,1708957726041075968
11399,1743820409307312640
11401,1779544515658838272
11411,1779564418172342784
11419,1712186982410178816
11424,1602109844429107200
11438,1695498425155080448
11442,1603554763861278720
11455,1697622086565454080
11457,1746943557275885568
11462,1782912224597840128
11491,1620320874619604992
11492,1718956413152866816
11493,1728928449606135808
11494,1777412549040034048
11518,1712478244396732928
11530,1713293957717770496
11531,1714398974466035712
11592,1739740065163510272
11595,1775613419342680320
11602,1774383607341043712
11603,1671888854037729280
11612,1746655262646186240
11614,1711814041516065280
11623,1748013862878658816
11624,1750212369593073664
11625,1750265832993624320
11630,1772277179180613888
11642,1733287348480115200
11645,1737582649869214208
11667,1731075435403108608
11668,1763029277841203456
11677,1708018438923227392
11678,1711708295163998464
11682,1779205837036126464
11683,1743632080775303168
11685,1771717755663733248
11690,1633176820072816640
11696,1740515808349245440
11703,1653622648616673280
11708,1648712568884559872
11711,1648764413984251904
11714,1648749940699439104
11721,1748805765719003392
11724,1666714698589392896
11726,1681022158632280064
11736,1712853197482598912
11749,1761028138233213184
11754,1534227737761746944
11782,1729218860258345216
11783,1734280688658977024
11798,1694168567514796032
11815,1699071151241310208
11817,1748624654900576256
11821,1779293659961368832
11844,1595938691855294464
11847,1708880622662603008
11851,1733238598571524608
11856,1740856561919254784
11858,1743320298706124800
11869,1719347782278861056
11879,1692603870797558016
11880,1693654381663523328
11887,1628752861235490816
